time,Buitentemperatuur,Export beperking,Globale straling,PV Opgewekte energie totaal
"""18/01/1900 06:35:00""",-2.1,0,0,0.0
"""18/01/1900 06:40:00""",-2.1,0,0,0.0
"""18/01/1900 06:45:00""",-2.0,0,0,0.0
"""18/01/1900 06:50:00""",-2.2,0,0,0.0
"""18/01/1900 06:55:00""",-1.9,0,0,0.0
"""18/01/1900 07:00:00""",-1.9,0,0,0.0
"""18/01/1900 07:05:00""",-1.9,0,0,0.0
"""18/01/1900 07:10:00""",-1.9,0,0,0.0
"""18/01/1900 07:15:00""",-1.9,0,0,-1.616879469818539e-12
"""18/01/1900 07:20:00""",-1.9,0,0,-1.616879469818539e-12
"""18/01/1900 07:25:00""",-1.8,0,0,-1.616879469818539e-12
"""18/01/1900 07:30:00""",-2.1,0,0,1.616879469818539e-12
"""18/01/1900 07:35:00""",-2.1,0,0,1.616879469818539e-12
"""18/01/1900 07:40:00""",-2.1,0,0,1.616879469818539e-12
"""18/01/1900 07:45:00""",-2.0,0,0,-1.616879469818539e-12
"""18/01/1900 07:50:00""",-1.9,0,0,-1.616879469818539e-12
"""18/01/1900 07:55:00""",-2.0,0,0,-1.616879469818539e-12
"""18/01/1900 08:00:00""",-1.8,0,0,1.616879469818539e-12
"""18/01/1900 08:05:00""",-1.8,0,0,1.616879469818539e-12
"""18/01/1900 08:10:00""",-1.8,0,0,1.616879469818539e-12
"""18/01/1900 08:15:00""",-1.9,0,0,0.0
"""18/01/1900 08:20:00""",-2.0,0,0,0.0
"""18/01/1900 08:25:00""",-2.2,0,0,0.0
"""18/01/1900 08:30:00""",-2.2,0,0,0.023332399998455208
"""18/01/1900 08:35:00""",-1.8,0,0,0.023332399998455208
"""18/01/1900 08:40:00""",-2.1,0,0,0.023332399998455208
"""18/01/1900 08:45:00""",-1.9,0,0,0.0422205333371595
